,USER_ID,YOB,Gender,Income,HouseholdStatus,EducationLevel,Q124742,Q124122,Q123464,Q123621,Q122769,Q122770,Q122771,Q122120,Q121699,Q121700,Q120978,Q121011,Q120379,Q120650,Q120472,Q120194,Q120012,Q120014,Q119334,Q119851,Q119650,Q118892,Q118117,Q118232,Q118233,Q118237,Q117186,Q117193,Q116797,Q116881,Q116953,Q116601,Q116441,Q116448,Q116197,Q115602,Q115777,Q115610,Q115611,Q115899,Q115390,Q114961,Q114748,Q115195,Q114517,Q114386,Q113992,Q114152,Q113583,Q113584,Q113181,Q112478,Q112512,Q112270,Q111848,Q111580,Q111220,Q110740,Q109367,Q108950,Q109244,Q108855,Q108617,Q108856,Q108754,Q108342,Q108343,Q107869,Q107491,Q106993,Q106997,Q106272,Q106388,Q106389,Q106042,Q105840,Q105655,Q104996,Q103293,Q102906,Q102674,Q102687,Q102289,Q102089,Q101162,Q101163,Q101596,Q100689,Q100680,Q100562,Q99982,Q100010,Q99716,Q99581,Q99480,Q98869,Q98578,Q98059,Q98078,Q98197,Q96024,Party
942,1172,,Male,,,,,,,,,,,,Yes,No,No,No,Yes,Yes,Art,Study first,No,Yes,Yes,Yes,Giving,No,Yes,Pragmatist,No,No,Cool headed,Standard hours,No,Happy,No,Yes,No,Yes,P.M.,Yes,,No,No,Me,Yes,No,Yes,Yes,Yes,Mysterious,No,No,Tunes,Technology,No,Yes,Yes,No,Yes,Supportive,No,Mac,No,Cautious,No,Yes!,No,Space,Yes,,No,No,Yes,Yes,Grrr people,No,No,Yes,No,No,Yes,No,Yes,No,No,No,Yes,,Optimist,Dad,No,No,No,No,Nope,Yes,No,Yes,No,No,No,Yes,No,No,Yes,Democrat
2354,2932,1985.0,Male,"$75,000 - $100,000",Married (no kids),Bachelor's Degree,,Yes,No,Yes,Yes,No,Public,No,Yes,No,,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,Tunes,People,Yes,No,Yes,Yes,Yes,,No,Mac,,,,,,,,,,,,,,,,,,,No,Yes,Yes,Yes,Yes,No,Yes,Own,,,Yes,,,,,,,,,,,,,,,Republican
4679,5840,1987.0,Female,"$50,000 - $74,999",Single (no kids),Master's Degree,No,Yes,No,Yes,No,No,Public,Yes,Yes,No,Yes,Yes,Yes,Yes,Science,Try first,Yes,Yes,Yes,No,Giving,No,No,Pragmatist,No,Yes,Hot headed,Standard hours,No,Happy,Yes,Yes,Yes,Yes,P.M.,Yes,Start,Yes,No,Me,Yes,No,Yes,Yes,No,Mysterious,Yes,No,Tunes,People,No,Yes,Yes,Yes,Yes,Supportive,No,PC,Yes,Cautious,Yes,Yes!,No,Socialize,Yes,In-person,Yes,Yes,Yes,No,Grrr people,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Rent,Pessimist,Mom,No,Yes,Yes,No,Check!,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Republican
4810,6005,1998.0,Female,,Single (no kids),Current K-12,,Yes,No,No,Yes,Yes,Public,Yes,Yes,No,Yes,No,Yes,Yes,Art,Study first,No,Yes,No,No,Giving,No,Yes,Idealist,No,No,Hot headed,Odd hours,No,Happy,Yes,No,No,Yes,P.M.,No,End,Yes,No,Me,No,No,Yes,Yes,No,TMI,Yes,Yes,Tunes,People,No,Yes,No,Yes,No,Demanding,No,PC,No,Cautious,No,Yes!,No,Socialize,Yes,In-person,No,No,Yes,Yes,Yay people!,No,No,Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,Own,Optimist,Dad,Yes,No,Yes,No,Nope,,No,,Yes,Yes,,,,,,Republican
5193,6485,1992.0,Female,,Single (no kids),Current Undergraduate,,,,,,,,,,,,,,,,,,,Yes,,,No,Yes,Idealist,No,No,Cool headed,Odd hours,No,Happy,Yes,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Republican
1698,2105,1958.0,Male,"over $150,000",Married (w/kids),High School Diploma,No,Yes,No,Yes,Yes,Yes,Public,No,Yes,No,No,No,No,Yes,Art,Study first,No,Yes,Yes,No,Giving,Yes,No,Idealist,No,Yes,Hot headed,Standard hours,No,Happy,Yes,Yes,Yes,No,A.M.,Yes,Start,Yes,Yes,Circumstances,No,Yes,Yes,No,No,Mysterious,No,No,Talk,People,Yes,No,Yes,Yes,Yes,Supportive,No,PC,No,Cautious,No,Yes!,No,Space,No,In-person,Yes,Yes,Yes,Yes,Yay people!,Yes,Yes,No,No,Yes,No,Yes,Yes,,,,Yes,Own,Pessimist,Dad,Yes,Yes,Yes,Yes,Check!,Yes,,No,,,,,,,,Republican
5243,6542,1997.0,Male,,,,,,,,,,,,Yes,,No,,Yes,Yes,Science,,,,,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Democrat
3652,4550,1953.0,Male,,Married (w/kids),,No,Yes,No,No,No,Yes,Public,No,Yes,No,No,No,No,Yes,Science,Study first,No,Yes,No,Yes,Giving,Yes,No,Idealist,No,No,Cool headed,Standard hours,No,Happy,No,Yes,No,Yes,A.M.,Yes,Start,Yes,Yes,Me,Yes,No,Yes,No,,Mysterious,Yes,Yes,Talk,Technology,No,No,No,No,No,Supportive,No,PC,Yes,Cautious,No,Yes!,No,Space,No,Online,No,Yes,Yes,Yes,Yay people!,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,Own,Optimist,Dad,No,Yes,No,Yes,Check!,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,Republican
3090,3852,1951.0,Female,"$50,000 - $74,999",Married (no kids),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Cautious,Yes,Yes!,,Space,Yes,,No,Yes,,,,,,,,,,,,,,,,,,,,No,Yes,Yes,,No,,,,,,,,,,Democrat
3471,4323,,Female,,Married (w/kids),Bachelor's Degree,No,Yes,No,Yes,No,Yes,Public,No,Yes,No,No,No,No,Yes,Art,Study first,Yes,No,No,No,Giving,Yes,Yes,,,,,,,,,,Yes,No,,,,,,,No,No,Yes,No,,,Yes,,Tunes,People,Yes,Yes,,No,No,,No,,,,,,No,,No,Online,Yes,,,Yes,Yay people!,,,,,,No,,,No,No,Yes,,Own,,,Yes,Yes,No,No,,,No,No,Yes,Yes,No,Yes,No,,No,Democrat
3793,4723,1985.0,Male,"$25,001 - $50,000",Married (w/kids),Master's Degree,Yes,No,No,Yes,No,No,Public,No,,,,,,,,,,,,No,,,No,Pragmatist,No,No,Cool headed,Standard hours,No,Happy,Yes,No,Yes,Yes,P.M.,No,Start,No,No,Circumstances,Yes,Yes,No,No,No,Mysterious,Yes,No,Talk,People,Yes,Yes,Yes,Yes,Yes,Supportive,No,PC,,,,Yes!,,Space,Yes,,,No,Yes,Yes,Grrr people,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,No,,Pessimist,Dad,Yes,Yes,No,No,Nope,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,Republican
985,1228,1951.0,Male,,Single (no kids),,,,No,No,Yes,Yes,Private,No,No,No,No,No,Yes,,Science,Study first,No,Yes,,Yes,,,,,,,,,Yes,Happy,,Yes,Yes,No,P.M.,,End,,,Me,,Yes,No,,No,,No,Yes,Tunes,People,Yes,Yes,Yes,Yes,Yes,Supportive,Yes,PC,,,,,,,,In-person,No,,Yes,Yes,Yay people!,Yes,No,No,,,No,No,No,No,No,No,Yes,Rent,Optimist,Mom,No,,,,,,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,,Democrat
3425,4266,1997.0,Male,"over $150,000",Single (no kids),Current K-12,No,Yes,No,Yes,Yes,No,Public,Yes,No,Yes,No,Yes,Yes,Yes,Science,Study first,No,Yes,No,No,Receiving,No,No,Pragmatist,No,No,Hot headed,Standard hours,No,Happy,Yes,Yes,Yes,Yes,P.M.,Yes,End,Yes,Yes,Me,No,Yes,Yes,No,No,Mysterious,No,No,Tunes,People,Yes,Yes,No,Yes,Yes,Supportive,No,PC,No,Cautious,No,Yes!,No,Space,No,In-person,No,Yes,Yes,Yes,Yay people!,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,Yes,Own,Pessimist,Dad,No,No,No,No,Nope,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Republican
2700,3361,1975.0,Female,"$50,000 - $74,999",Single (no kids),Bachelor's Degree,Yes,No,No,Yes,Yes,Yes,Public,Yes,Yes,Yes,Yes,Yes,No,Yes,Art,Try first,Yes,No,No,No,Receiving,No,Yes,Idealist,Yes,No,Hot headed,Standard hours,Yes,Happy,No,Yes,,,,Yes,Start,Yes,No,Circumstances,No,Yes,Yes,Yes,Yes,Mysterious,No,No,,,Yes,Yes,Yes,Yes,Yes,Demanding,No,Mac,No,Cautious,Yes,Yes!,No,Space,No,Online,No,No,Yes,Yes,Grrr people,,,,,,,Yes,,,,,,Own,,,,,,,Nope,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Democrat
4163,5195,1954.0,Female,,Married (w/kids),Master's Degree,,Yes,No,Yes,No,Yes,Public,No,Yes,No,No,No,Yes,Yes,Science,Try first,No,Yes,No,Yes,Giving,Yes,No,Idealist,No,No,Cool headed,Standard hours,No,Happy,No,Yes,No,Yes,A.M.,Yes,End,No,No,Circumstances,No,Yes,Yes,Yes,Yes,TMI,Yes,Yes,Talk,People,No,No,Yes,Yes,Yes,Demanding,Yes,PC,No,Cautious,No,Yes!,No,Space,No,In-person,No,Yes,No,No,Grrr people,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Own,Pessimist,Dad,Yes,Yes,No,Yes,Check!,Yes,No,No,No,Yes,No,Yes,No,No,Yes,Republican
5318,6641,1998.0,Female,"$50,000 - $74,999",,Current K-12,,Yes,,,,,,,,,No,Yes,Yes,Yes,,,Yes,,,Yes,Giving,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Democrat
981,1224,1969.0,Female,"over $150,000",Married (w/kids),Bachelor's Degree,No,No,No,No,Yes,Yes,Public,No,Yes,No,Yes,Yes,No,Yes,Science,Try first,Yes,No,No,Yes,Giving,Yes,No,Pragmatist,No,No,Hot headed,Standard hours,Yes,Happy,Yes,Yes,No,No,A.M.,Yes,End,Yes,Yes,Me,No,No,No,Yes,No,TMI,No,Yes,Talk,Technology,Yes,No,No,Yes,No,Demanding,No,Mac,Yes,Risk-friendly,No,Yes!,No,Socialize,No,In-person,No,No,Yes,Yes,Yay people!,Yes,Yes,No,No,No,No,Yes,Yes,No,No,Yes,No,Own,Optimist,Mom,No,No,Yes,No,Check!,No,No,No,Yes,Yes,No,Only-child,Yes,Yes,Yes,Republican
3074,3830,1980.0,Male,"$25,001 - $50,000",Single (no kids),Master's Degree,Yes,Yes,Yes,No,Yes,Yes,Private,No,Yes,No,Yes,Yes,,Yes,Science,,No,No,Yes,No,Receiving,Yes,,,No,Yes,Hot headed,Standard hours,Yes,,No,No,No,No,P.M.,No,End,Yes,Yes,Circumstances,Yes,Yes,Yes,Yes,No,Mysterious,No,No,Tunes,People,Yes,Yes,Yes,Yes,Yes,Supportive,Yes,Mac,Yes,Risk-friendly,No,Yes!,No,Space,No,In-person,No,Yes,Yes,Yes,Yay people!,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,Yes,Own,Optimist,Dad,No,No,No,No,Nope,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Republican
5070,6332,,Female,"under $25,000",Single (no kids),High School Diploma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Tunes,Technology,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Democrat
5384,6729,1995.0,Female,,Single (no kids),High School Diploma,No,Yes,No,No,No,No,Public,No,Yes,No,Yes,Yes,Yes,Yes,Science,Study first,Yes,No,No,No,Receiving,Yes,Yes,Idealist,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Democrat
4351,5433,,Male,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,Yes,No,Supportive,,,,,,,,,,,,,,Yes,,,,,,,Yes,,Yes,,,,,,Optimist,,,,,,,,,,,,,,,,No,Democrat
3906,4865,1994.0,Female,"$50,000 - $74,999",Single (no kids),Current K-12,Yes,No,No,No,No,Yes,Public,No,Yes,Yes,No,Yes,Yes,Yes,Science,Try first,Yes,No,Yes,Yes,Giving,Yes,Yes,Idealist,No,Yes,Hot headed,Standard hours,No,Happy,Yes,Yes,No,Yes,P.M.,No,Start,Yes,No,Circumstances,Yes,Yes,Yes,Yes,No,Mysterious,No,No,Tunes,People,No,Yes,Yes,No,No,Demanding,No,PC,Yes,Risk-friendly,No,Umm...,No,Socialize,No,In-person,No,No,No,No,Yay people!,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,Own,Optimist,Dad,No,No,Yes,Yes,Check!,Yes,No,No,No,No,Yes,Yes,No,No,No,Democrat
4233,5282,1941.0,Male,"over $150,000",Married (w/kids),High School Diploma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,,Yes,TMI,No,Yes,Tunes,Technology,Yes,No,No,Yes,No,Supportive,,,,,,,,,,,,Yes,Yes,Yes,Yay people!,,,,,,No,No,No,No,No,Yes,Yes,Own,,,,No,Yes,Yes,Nope,Yes,No,No,Yes,,No,Only-child,Yes,Yes,Yes,Democrat
2927,3643,1984.0,Male,"$50,000 - $74,999",Married (w/kids),,,,,,,,,,,,,,,,,,,,Yes,,Giving,Yes,No,Idealist,No,Yes,Hot headed,Odd hours,No,Right,Yes,,,,,,,,,,,,,,,,,,,,,,,No,No,Supportive,No,PC,Yes,Cautious,No,Umm...,No,Space,No,In-person,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,Republican
4423,5519,1967.0,Male,,Single (no kids),Associate's Degree,,,,,,,,No,Yes,No,Yes,No,No,Yes,Science,Try first,Yes,No,Yes,No,Giving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Republican
1457,1809,1972.0,Male,"$100,001 - $150,000",Married (w/kids),Bachelor's Degree,Yes,Yes,No,Yes,Yes,Yes,Public,No,Yes,No,Yes,No,No,Yes,Science,Study first,No,Yes,Yes,No,Giving,No,No,Pragmatist,No,No,Hot headed,Standard hours,No,Happy,Yes,Yes,No,No,P.M.,Yes,Start,Yes,Yes,Me,No,Yes,No,Yes,Yes,TMI,Yes,No,Talk,People,No,Yes,Yes,Yes,Yes,Supportive,Yes,Mac,No,Risk-friendly,No,Yes!,No,Space,No,Online,No,Yes,Yes,Yes,Grrr people,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,Yes,Yes,Own,Pessimist,Dad,Yes,No,No,Yes,Check!,Yes,No,No,Yes,No,Yes,Yes,No,No,Yes,Republican
1395,1737,1991.0,Male,"under $25,000",Single (no kids),Current Undergraduate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P.M.,Yes,Start,Yes,No,Circumstances,No,No,Yes,No,No,TMI,No,Yes,Tunes,People,,,,Yes,No,Supportive,No,PC,,,,,,,,,,,,Yes,Grrr people,Yes,No,Yes,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,Democrat
264,331,1987.0,Female,"$75,000 - $100,000",Married (no kids),Master's Degree,Yes,Yes,No,Yes,Yes,Yes,Public,No,Yes,No,Yes,No,Yes,Yes,Science,Try first,No,Yes,Yes,No,Giving,Yes,Yes,Idealist,Yes,Yes,Hot headed,Standard hours,Yes,Happy,Yes,Yes,Yes,Yes,P.M.,Yes,Start,No,Yes,Circumstances,Yes,Yes,No,Yes,No,TMI,Yes,No,Tunes,People,No,No,Yes,Yes,Yes,Demanding,No,Mac,Yes,Risk-friendly,Yes,Umm...,No,Socialize,No,In-person,No,Yes,Yes,Yes,Grrr people,No,No,No,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Rent,Optimist,Dad,Yes,Yes,Yes,Yes,Check!,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Republican
3563,4442,1962.0,Male,"$25,001 - $50,000",Single (no kids),,,Yes,,No,Yes,Yes,Public,No,No,No,No,,No,Yes,Art,Try first,No,,No,No,Receiving,No,No,Idealist,No,No,Cool headed,Odd hours,No,Happy,Yes,Yes,No,,P.M.,No,Start,Yes,Yes,Me,No,No,Yes,No,Yes,Mysterious,No,No,Tunes,People,No,Yes,No,No,No,Supportive,No,Mac,No,Risk-friendly,No,Umm...,Yes,Space,No,In-person,No,Yes,No,Yes,Yay people!,Yes,No,No,Yes,No,No,No,No,No,No,Yes,Yes,Own,Optimist,,No,Yes,No,No,Nope,Yes,Yes,,Yes,No,No,Yes,No,No,Yes,Democrat
929,1152,1981.0,Male,"$25,001 - $50,000",Married (w/kids),Master's Degree,No,Yes,No,Yes,No,Yes,Public,Yes,No,No,Yes,No,Yes,Yes,Science,Study first,No,Yes,No,No,Giving,No,No,Pragmatist,No,Yes,Hot headed,Odd hours,No,Right,Yes,Yes,No,No,P.M.,No,Start,No,No,Me,Yes,No,Yes,No,No,Mysterious,No,Yes,Talk,Technology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Republican
3786,4715,1975.0,Female,,Married (w/kids),,,,,,No,No,Public,No,Yes,No,Yes,Yes,No,Yes,Art,Study first,Yes,No,Yes,No,Giving,,,Pragmatist,No,Yes,Cool headed,Odd hours,No,Happy,No,Yes,Yes,No,A.M.,No,End,Yes,No,Me,No,No,No,Yes,No,TMI,No,No,Tunes,People,No,Yes,No,No,Yes,Supportive,Yes,Mac,Yes,Cautious,Yes,Yes!,No,Socialize,No,,Yes,No,Yes,Yes,Yay people!,,,,No,Yes,No,No,Yes,No,Yes,Yes,No,Rent,,,,,,Yes,Check!,Yes,No,No,No,Yes,Yes,Yes,Yes,No,,Republican
3246,4039,1993.0,Female,,Domestic Partners (no kids),Current Undergraduate,No,Yes,No,No,No,Yes,Public,Yes,Yes,No,No,Yes,Yes,Yes,Science,Try first,No,Yes,No,No,Giving,Yes,Yes,Pragmatist,No,Yes,Cool headed,Standard hours,No,Right,Yes,Yes,No,Yes,A.M.,Yes,End,Yes,No,Me,Yes,No,Yes,Yes,Yes,TMI,No,No,Tunes,People,No,Yes,Yes,Yes,Yes,Demanding,No,Mac,Yes,Cautious,No,Yes!,Yes,Space,No,Online,Yes,No,Yes,Yes,Grrr people,No,No,Yes,No,Yes,No,No,Yes,Yes,No,No,No,Own,Pessimist,Dad,No,No,Yes,Yes,Check!,Yes,No,No,Yes,No,No,Yes,Yes,No,Yes,Democrat
2400,2996,1944.0,Female,"$50,000 - $74,999",Married (no kids),,,No,No,No,No,Yes,Public,No,Yes,No,No,Yes,No,Yes,Art,,No,Yes,Yes,Yes,Giving,Yes,Yes,Pragmatist,Yes,Yes,Cool headed,Odd hours,Yes,Happy,Yes,No,Yes,No,A.M.,Yes,Start,Yes,Yes,Me,Yes,No,Yes,Yes,Yes,,No,No,Talk,People,,,,,,Supportive,No,PC,No,,,,,,,,,Yes,Yes,,Yay people!,Yes,No,No,Yes,No,No,Yes,No,,No,,,Own,Optimist,Dad,No,Yes,Yes,No,Check!,Yes,No,No,Yes,,,Yes,Yes,Yes,No,Republican
2178,2717,1960.0,Male,"$100,001 - $150,000",Married (no kids),,,,,,,,,,Yes,No,No,No,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,No,No,,,,,,,,,,,,,,Yes,Yes,Yay people!,Yes,No,No,,,,,,,,,,,Pessimist,Dad,,Yes,No,Yes,,,,,,,,,,,,Democrat
3320,4138,1998.0,Male,"under $25,000",Single (no kids),Current K-12,,,,,,,,,No,No,No,No,Yes,Yes,Science,Try first,Yes,No,,No,Giving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Republican
246,312,1997.0,Female,"$50,000 - $74,999",Single (no kids),Current K-12,Yes,No,Yes,No,No,Yes,Public,No,Yes,Yes,Yes,Yes,Yes,Yes,Science,Try first,No,Yes,Yes,No,Giving,Yes,Yes,Pragmatist,No,Yes,Cool headed,Standard hours,No,Happy,No,Yes,No,Yes,P.M.,Yes,End,Yes,No,Circumstances,No,No,No,Yes,No,Mysterious,No,No,Tunes,People,Yes,Yes,Yes,Yes,Yes,Supportive,No,Mac,No,Risk-friendly,No,Umm...,No,Space,Yes,In-person,No,Yes,Yes,Yes,Yay people!,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Own,Pessimist,Mom,No,No,Yes,Yes,Check!,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Democrat
1594,1977,1994.0,Female,"under $25,000",Domestic Partners (no kids),,,,,,,,,,Yes,No,Yes,Yes,No,Yes,Art,Try first,No,Yes,Yes,No,Giving,,,,,,Hot headed,Odd hours,Yes,Happy,No,Yes,No,Yes,P.M.,No,End,No,Yes,Circumstances,Yes,No,No,Yes,No,Mysterious,No,No,Tunes,People,No,Yes,Yes,Yes,,,,,Yes,Risk-friendly,No,Yes!,No,Socialize,No,In-person,Yes,,Yes,Yes,Grrr people,No,Yes,No,No,No,No,,,Yes,Yes,No,Yes,Rent,,,No,Yes,Yes,Yes,Check!,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,Democrat
1758,2183,1981.0,Male,"$50,000 - $74,999",Single (no kids),,,,,,,,,,,,,,,,,,,,,,,No,Yes,,No,No,Cool headed,Standard hours,,Happy,,,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Republican
5414,6762,1999.0,Male,"$100,001 - $150,000",Domestic Partners (no kids),Current K-12,Yes,Yes,No,No,Yes,No,Private,Yes,Yes,Yes,No,Yes,Yes,Yes,Science,Try first,No,Yes,Yes,Yes,Giving,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Democrat
3470,4322,1995.0,Female,"under $25,000",Single (no kids),Current Undergraduate,,,,,,,,,,,,,,,,,,,,,,,,,,,Hot headed,Odd hours,No,Right,Yes,Yes,No,Yes,P.M.,Yes,End,Yes,No,Circumstances,No,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Democrat
923,1144,1961.0,Male,"over $150,000",Married (w/kids),,,,No,Yes,,Yes,Public,No,No,,,No,No,Yes,Science,Try first,,,No,,Giving,Yes,No,,,,Cool headed,Standard hours,,,,Yes,Yes,Yes,A.M.,Yes,,,Yes,Me,,Yes,No,,Yes,,No,No,Tunes,Technology,No,,Yes,,Yes,Supportive,No,Mac,,Cautious,No,,,,No,,Yes,Yes,,No,Grrr people,Yes,No,Yes,Yes,,No,Yes,No,,,,,Own,Pessimist,Dad,Yes,Yes,No,No,,Yes,No,No,Yes,No,No,Yes,,No,No,Republican
2894,3605,1973.0,Male,"$100,001 - $150,000",Married (w/kids),Doctoral Degree,No,No,No,Yes,Yes,No,Public,No,No,No,Yes,Yes,Yes,Yes,Science,Study first,No,Yes,No,Yes,Giving,No,No,Pragmatist,No,No,Cool headed,Standard hours,No,Happy,Yes,Yes,Yes,No,P.M.,Yes,Start,Yes,No,Me,,No,Yes,,No,Mysterious,Yes,No,Talk,People,Yes,No,Yes,,Yes,Supportive,Yes,PC,Yes,Risk-friendly,,Yes!,No,Space,Yes,In-person,Yes,Yes,Yes,Yes,Yay people!,No,No,No,Yes,No,Yes,Yes,No,No,No,Yes,Yes,,Optimist,Dad,,Yes,No,Yes,Check!,Yes,No,No,No,Yes,No,Yes,No,Yes,No,Republican
268,336,1995.0,Female,"under $25,000",Single (no kids),Current K-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tunes,People,No,No,Yes,No,No,Supportive,,,Yes,Risk-friendly,Yes,Yes!,Yes,Socialize,Yes,,,,,Yes,Yay people!,No,No,Yes,,Yes,,,Yes,Yes,No,Yes,No,,Optimist,Mom,,No,Yes,Yes,Check!,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Democrat
669,828,1993.0,Female,"under $25,000",Single (no kids),Current Undergraduate,,,,,,,,No,,,,,,,,,,,,,,,Yes,,,,,,,,,,Yes,Yes,P.M.,No,End,,No,Me,No,Yes,No,No,No,TMI,No,No,Tunes,Technology,,Yes,,Yes,No,,,PC,,,,,,,,,,,,,,No,No,Yes,Yes,,,No,Yes,No,No,No,No,Rent,,Dad,No,Yes,Yes,Yes,Nope,Yes,Yes,No,Yes,Yes,Yes,,,,,Democrat
4108,5125,1947.0,Female,"$25,001 - $50,000",Married (w/kids),High School Diploma,No,No,No,No,Yes,Yes,Public,No,Yes,No,No,Yes,No,Yes,Science,Study first,Yes,No,Yes,No,Giving,Yes,No,Idealist,No,Yes,Cool headed,Odd hours,No,Happy,Yes,Yes,Yes,Yes,P.M.,Yes,End,Yes,No,Me,No,No,Yes,No,No,TMI,Yes,Yes,Talk,People,Yes,Yes,No,Yes,No,Supportive,No,PC,No,Cautious,No,Yes!,Yes,Space,No,In-person,No,Yes,Yes,Yes,Yay people!,Yes,No,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Yes,Own,Optimist,Mom,No,Yes,No,Yes,Check!,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Democrat
1910,2364,1975.0,Male,"$75,000 - $100,000",Single (no kids),Associate's Degree,,,,,,,,Yes,Yes,No,No,Yes,No,Yes,Science,Study first,No,Yes,Yes,No,Giving,Yes,No,Idealist,Yes,No,Cool headed,Odd hours,No,Right,Yes,No,Yes,No,P.M.,Yes,End,Yes,Yes,Circumstances,Yes,No,Yes,Yes,No,TMI,Yes,No,Tunes,People,Yes,Yes,Yes,No,Yes,Demanding,Yes,PC,Yes,Cautious,Yes,Umm...,No,Space,Yes,Online,Yes,No,Yes,Yes,Grrr people,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Rent,Pessimist,Dad,Yes,Yes,No,Yes,Nope,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Democrat
3692,4604,1970.0,Female,"under $25,000",Single (no kids),Master's Degree,,No,No,No,Yes,No,Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,P.M.,,End,,,Me,,,,,No,TMI,Yes,Yes,Tunes,Technology,Yes,Yes,Yes,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Own,Optimist,Dad,,No,Yes,No,Check!,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No,Republican
